run_id,canonical_name,tag_original,n_files,total_mb,files,segmenter,segmenter_model,embedder,neighbor_window,vector_search_limit,expand_context,max_num_segments,bm25_fusion,reranker,answer_path,judge_model,judge_variant,answerer_model,group,repetition,INVALID,undecoded_tokens
R0555,R0555__RewriteSegmenterpromptv22fpd__54nano-l__nb8__v28e0l7__bm50__rerankoff,rw-v22fpdualv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7,2,3.47,eval-rw-v22fpdualv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22fpdualv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22fpdualv1,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0556,R0556__RewriteSegmenterpromptv22fpd__54nano-l__nb8__v28e0l8__bm50__rerankoff,rw-v22fpdualv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l8,2,3.69,eval-rw-v22fpdualv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l8-mini-mb-c14.json | search-rw-v22fpdualv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l8.json,RewriteSegmenter prompt v22fpdualv1,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,8,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0557,R0557__RewriteSegmenterpromptv22fpd__54nano-l__nb8__v28e0l9__bm50__rerankoff,rw-v22fpdualv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l9,2,3.92,eval-rw-v22fpdualv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l9-mini-mb-c14.json | search-rw-v22fpdualv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l9.json,RewriteSegmenter prompt v22fpdualv1,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,9,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0558,R0558__RewriteSegmenterpromptv22fpd__54nano-l__nb8,rw-v22fpdualv2-m54nl-nb8b-fb,1,69.52,locomo-rw-v22fpdualv2-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22fpdualv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0559,R0559__RewriteSegmenterpromptv22fpd__54nano-l__nb8__v28e0l7__bm50__rerankoff,rw-v22fpdualv2-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7,2,4.01,eval-rw-v22fpdualv2-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22fpdualv2-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22fpdualv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0560,R0560__RewriteSegmenterpromptv22fpm__54nano-l__nb8__conv3,rw-v22fpmin-m54nl-nb8b-g3,1,6.82,locomo-rw-v22fpmin-m54nl-nb8b-g3.sqlite,RewriteSegmenter prompt v22fpmin,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0561,R0561__RewriteSegmenterpromptv22fpm__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv3,rw-v22fpmin-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7,2,0.53,eval-rw-v22fpmin-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22fpmin-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22fpmin,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0562,R0562__RewriteSegmenterpromptv22fpm__54nano-l__nb8__conv4,rw-v22fpmin-m54nl-nb8b-g4,1,6.86,locomo-rw-v22fpmin-m54nl-nb8b-g4.sqlite,RewriteSegmenter prompt v22fpmin,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 4,,,
R0563,R0563__RewriteSegmenterpromptv22fpm__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv4,rw-v22fpmin-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7,2,0.54,eval-rw-v22fpmin-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22fpmin-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22fpmin,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 4,,,
R0564,R0564__RewriteSegmenterpromptv22fpm__54nano-l__nb8__conv3,rw-v22fpminchg-m54nl-nb8b-g3,1,7.24,locomo-rw-v22fpminchg-m54nl-nb8b-g3.sqlite,RewriteSegmenter prompt v22fpminchg,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0565,R0565__RewriteSegmenterpromptv22fpm__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv3,rw-v22fpminchg-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7,2,0.52,eval-rw-v22fpminchg-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22fpminchg-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22fpminchg,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0566,R0566__RewriteSegmenterpromptv22fpm__54nano-l__nb8,rw-v22fpminv2-m54nl-nb8b-fb,1,67.54,locomo-rw-v22fpminv2-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22fpminv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0567,R0567__RewriteSegmenterpromptv22fpm__54nano-l__nb8__v28e0l7__bm50__rerankoff,rw-v22fpminv2-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7,2,4.15,eval-rw-v22fpminv2-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22fpminv2-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22fpminv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0568,R0568__RewriteSegmenterpromptv22fpm__54nano-l__nb8__conv3,rw-v22fpminv2-m54nl-nb8b-g3,1,6.8,locomo-rw-v22fpminv2-m54nl-nb8b-g3.sqlite,RewriteSegmenter prompt v22fpminv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0569,R0569__RewriteSegmenterpromptv22fpm__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv3,rw-v22fpminv2-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7,2,0.54,eval-rw-v22fpminv2-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22fpminv2-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22fpminv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0570,R0570__RewriteSegmenterpromptv22fpm__54nano-l__nb8__conv4,rw-v22fpminv2-m54nl-nb8b-g4,1,6.87,locomo-rw-v22fpminv2-m54nl-nb8b-g4.sqlite,RewriteSegmenter prompt v22fpminv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 4,,,
R0571,R0571__RewriteSegmenterpromptv22fpm__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv4,rw-v22fpminv2-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7,2,0.54,eval-rw-v22fpminv2-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22fpminv2-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22fpminv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 4,,,
R0572,R0572__RewriteSegmenterpromptv22fpm__54nano-l__nb8__conv3,rw-v22fpminv3-m54nl-nb8b-g3,1,6.79,locomo-rw-v22fpminv3-m54nl-nb8b-g3.sqlite,RewriteSegmenter prompt v22fpminv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0573,R0573__RewriteSegmenterpromptv22fpm__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv3,rw-v22fpminv3-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7,2,0.55,eval-rw-v22fpminv3-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22fpminv3-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22fpminv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0574,R0574__RewriteSegmenterpromptv22fpm__54nano-l__nb8__conv4,rw-v22fpminv3-m54nl-nb8b-g4,1,6.82,locomo-rw-v22fpminv3-m54nl-nb8b-g4.sqlite,RewriteSegmenter prompt v22fpminv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 4,,,
R0575,R0575__RewriteSegmenterpromptv22fpm__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv4,rw-v22fpminv3-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7,2,0.56,eval-rw-v22fpminv3-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22fpminv3-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22fpminv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 4,,,
R0576,R0576__RewriteSegmenterpromptv22hea__54nano-l__nb8__conv3,rw-v22headline-m54nl-nb8b-g3,1,7.22,locomo-rw-v22headline-m54nl-nb8b-g3.sqlite,RewriteSegmenter prompt v22headline,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0577,R0577__RewriteSegmenterpromptv22hea__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv3,rw-v22headline-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7,2,0.47,eval-rw-v22headline-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22headline-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22headline,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0578,R0578__RewriteSegmenterpromptv22hea__54nano-l__nb8__conv3,rw-v22headlinev2-m54nl-nb8b-g3,1,7.22,locomo-rw-v22headlinev2-m54nl-nb8b-g3.sqlite,RewriteSegmenter prompt v22headlinev2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0579,R0579__RewriteSegmenterpromptv22hea__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv3,rw-v22headlinev2-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7,2,0.46,eval-rw-v22headlinev2-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22headlinev2-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22headlinev2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0580,R0580__RewriteSegmenterpromptv22lis__54nano-l__nb8,rw-v22listfaith-m54nl-nb8b-fb,1,71.82,locomo-rw-v22listfaith-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22listfaith,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0581,R0581__RewriteSegmenterpromptv22lis__54nano-l__nb8__v28e0l7__bm50__rerankoff,rw-v22listfaith-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7,2,4.0,eval-rw-v22listfaith-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22listfaith-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22listfaith,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0582,R0582__RewriteSegmenterpromptv22mem__54nano-l__nb8,rw-v22memonly-m54nl-nb8b-fb,1,70.47,locomo-rw-v22memonly-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22memonly,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0583,R0583__RewriteSegmenterpromptv22min__54nano-l__nb8,rw-v22min3p-m54nl-nb8b-fb,1,67.57,locomo-rw-v22min3p-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22min3p,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0584,R0584__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l4__bm50__rerankoff,rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l4,2,3.24,eval-rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l4-mini-mb-c14.json | search-rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l4.json,RewriteSegmenter prompt v22min3p,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,4,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0585,R0585__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l5__bm50__rerankoff,rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l5,2,3.55,eval-rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l5-mini-mb-c14.json | search-rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l5.json,RewriteSegmenter prompt v22min3p,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,5,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0586,R0586__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l6__bm50__rerankoff,rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l6,2,3.91,eval-rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l6-mini-mb-c14.json | search-rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l6.json,RewriteSegmenter prompt v22min3p,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,6,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0587,R0587__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l7__bm50__rerankoff,rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7,2,4.39,eval-rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22min3p-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22min3p,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0588,R0588__RewriteSegmenterpromptv22min__54nano-l__nb8__conv3,rw-v22min3p-m54nl-nb8b-g3,1,6.83,locomo-rw-v22min3p-m54nl-nb8b-g3.sqlite,RewriteSegmenter prompt v22min3p,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0589,R0589__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv3,rw-v22min3p-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7,2,0.55,eval-rw-v22min3p-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22min3p-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22min3p,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0590,R0590__RewriteSegmenterpromptv22min__54nano-l__nb8__conv4,rw-v22min3p-m54nl-nb8b-g4,1,6.87,locomo-rw-v22min3p-m54nl-nb8b-g4.sqlite,RewriteSegmenter prompt v22min3p,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 4,,,
R0591,R0591__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv4,rw-v22min3p-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7,2,0.56,eval-rw-v22min3p-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22min3p-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22min3p,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 4,,,
R0592,R0592__RewriteSegmenterpromptv22min__54nano-l__nb8,rw-v22min3pdual-m54nl-nb8b-fb,1,69.56,locomo-rw-v22min3pdual-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22min3pdual,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0593,R0593__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l7__bm50__rerankoff,rw-v22min3pdual-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7,2,4.19,eval-rw-v22min3pdual-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22min3pdual-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22min3pdual,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0594,R0594__RewriteSegmenterpromptv22min__54nano-l__nb8,rw-v22min3pkeepdate-m54nl-nb8b-fb,1,67.79,locomo-rw-v22min3pkeepdate-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22min3pkeepdate,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0595,R0595__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l7__bm50__rerankoff,rw-v22min3pkeepdate-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7,2,4.42,eval-rw-v22min3pkeepdate-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22min3pkeepdate-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22min3pkeepdate,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0596,R0596__RewriteSegmenterpromptv22min__54nano-l__nb8,rw-v22min3pv2-m54nl-nb8b-fb,1,67.66,locomo-rw-v22min3pv2-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22min3pv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0597,R0597__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l7__bm50__rerankoff,rw-v22min3pv2-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7,2,4.19,eval-rw-v22min3pv2-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22min3pv2-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22min3pv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0598,R0598__RewriteSegmenterpromptv22min__54nano-l__nb8__conv3,rw-v22min3pv2-m54nl-nb8b-g3,1,6.82,locomo-rw-v22min3pv2-m54nl-nb8b-g3.sqlite,RewriteSegmenter prompt v22min3pv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0599,R0599__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv3,rw-v22min3pv2-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7,2,0.54,eval-rw-v22min3pv2-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22min3pv2-m54nl-nb8b-g3-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22min3pv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 3,,,
R0600,R0600__RewriteSegmenterpromptv22min__54nano-l__nb8__conv4,rw-v22min3pv2-m54nl-nb8b-g4,1,6.89,locomo-rw-v22min3pv2-m54nl-nb8b-g4.sqlite,RewriteSegmenter prompt v22min3pv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,conv 4,,,
R0601,R0601__RewriteSegmenterpromptv22min__54nano-l__nb8__v28e0l7__bm50__rerankoff__conv4,rw-v22min3pv2-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7,2,0.56,eval-rw-v22min3pv2-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22min3pv2-m54nl-nb8b-g4-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22min3pv2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,conv 4,,,
R0602,R0602__RewriteSegmenterpromptv22nat__54nano-l__nb8,rw-v22naturalsaysv1-m54nl-nb8b-fb,1,119.46,locomo-rw-v22naturalsaysv1-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22naturalsaysv1,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0603,R0603__RewriteSegmenterpromptv22nat__54nano-l__nb8__v28e0l10__bm50__rerankoff,rw-v22naturalsaysv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l10,2,4.1,eval-rw-v22naturalsaysv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l10-mini-mb-c14.json | search-rw-v22naturalsaysv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l10.json,RewriteSegmenter prompt v22naturalsaysv1,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0604,R0604__RewriteSegmenterpromptv22nat__54nano-l__nb8__v28e0l7__bm50__rerankoff,rw-v22naturalsaysv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7,2,3.43,eval-rw-v22naturalsaysv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22naturalsaysv1-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22naturalsaysv1,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0605,R0605__RewriteSegmenterpromptv22nat__54nano-l__nb8,rw-v22naturaltime-m54nl-nb8b-fb,1,72.44,locomo-rw-v22naturaltime-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22naturaltime,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0606,R0606__RewriteSegmenterpromptv22nat__54nano-l__nb8__v28e0l7__bm50__rerankoff,rw-v22naturaltime-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7,2,4.32,eval-rw-v22naturaltime-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7-mini-mb-c14.json | search-rw-v22naturaltime-m54nl-nb8b-fb-v28-e0-rnullbmfa50-l7.json,RewriteSegmenter prompt v22naturaltime,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,7,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
R0607,R0607__RewriteSegmenterpromptv22nat__54nano-l__nb8,rw-v22naturaltimev2-m54nl-nb8b-fb,1,73.29,locomo-rw-v22naturaltimev2-m54nl-nb8b-fb.sqlite,RewriteSegmenter prompt v22naturaltimev2,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations (full bench),,,
